Order_ID,Order_Line_ID,Order_Date,Customer_ID,Product_ID,Postal_Code,Ship_Date,Delivery_Date,Ship_Mode,Quantity,Unit_Price,Discount,Discount_Type,Net_Sales
ORD-000028,LINE-000048,2024-01-27,CUST-011582,NVA-DEC-0062,74405,2024-01-28,2024-02-01,Express,1,108.85,0.28,Percentage,78.37
ORD-000028,LINE-000049,2024-01-27,CUST-011582,NVA-LGT-0062,74405,2024-01-28,2024-02-01,Express,1,286.17,0.21,Percentage,226.07
ORD-000029,LINE-000050,2024-01-24,CUST-019433,NVA-DEC-0053,21065,2024-01-25,2024-01-29,Standard,1,127.9,0.17,Percentage,106.16
ORD-000030,LINE-000051,2024-03-22,CUST-002365,NVA-LGT-0052,45995,2024-03-23,2024-03-26,Standard,1,75.1,0.04,Percentage,72.1
ORD-000031,LINE-000052,2024-11-24,CUST-018205,NVA-SEA-0036,51269,2024-11-25,2024-11-30,Standard,1,236.88,0.18,Percentage,194.24
ORD-000032,LINE-000053,2024-09-30,CUST-012582,NVA-TXT-0068,33654,2024-10-01,2024-10-04,Express,2,58.46,0.0,Percentage,116.92
ORD-000032,LINE-000054,2024-09-30,CUST-012582,NVA-TXT-0019,33654,2024-10-01,2024-10-04,Express,1,206.09,0.0,Percentage,206.09
ORD-000033,LINE-000055,2024-11-29,CUST-016705,NVA-DEC-0088,84849,2024-11-30,2024-12-04,Standard,1,161.9,0.22,Percentage,126.28
ORD-000034,LINE-000056,2024-03-06,CUST-010779,NVA-FUR-0004,28060,2024-03-07,2024-03-13,Standard,1,433.93,0.1,Percentage,390.54
ORD-000034,LINE-000057,2024-03-06,CUST-010779,NVA-FUR-0085,28060,2024-03-07,2024-03-13,Standard,1,590.85,0.0,Percentage,590.85
ORD-000035,LINE-000058,2024-02-04,CUST-012157,NVA-DEC-0099,57512,2024-02-05,2024-02-09,Standard,2,329.99,0.0,Percentage,659.98
ORD-000036,LINE-000059,2024-11-16,CUST-010146,NVA-TXT-0030,63739,2024-11-18,2024-11-21,Standard,1,113.65,0.32,Percentage,77.28
ORD-000036,LINE-000060,2024-11-16,CUST-010146,NVA-TXT-0065,63739,2024-11-18,2024-11-21,Standard,1,167.01,0.32,Percentage,113.57
ORD-000036,LINE-000061,2024-11-16,CUST-010146,NVA-TXT-0077,63739,2024-11-18,2024-11-21,Standard,1,357.12,0.24,Percentage,271.41
ORD-000037,LINE-000062,2024-10-27,CUST-005471,NVA-FUR-0067,03602,2024-10-29,2024-11-01,Standard,1,617.41,0.05,Percentage,586.54
ORD-000037,LINE-000063,2024-10-27,CUST-005471,NVA-FUR-0031,03602,2024-10-29,2024-11-01,Standard,2,585.13,0.02,Percentage,1146.85
ORD-000037,LINE-000064,2024-10-27,CUST-005471,NVA-FUR-0033,03602,2024-10-29,2024-11-01,Standard,1,1083.32,0.09,Percentage,985.82
ORD-000038,LINE-000065,2024-08-26,CUST-003825,NVA-KDN-0021,63238,2024-08-27,2024-08-29,Standard,1,163.02,0.0,Percentage,163.02
ORD-000038,LINE-000066,2024-08-26,CUST-003825,NVA-KDN-0050,63238,2024-08-27,2024-08-29,Standard,2,276.55,0.08,Percentage,508.85
ORD-000038,LINE-000067,2024-08-26,CUST-003825,NVA-DEC-0010,63238,2024-08-27,2024-08-29,Standard,1,295.45,0.05,Percentage,280.68
ORD-000039,LINE-000068,2024-08-29,CUST-007658,NVA-DEC-0071,4707-412,2024-08-30,2024-09-03,Standard,1,59.23,0.08,Percentage,54.49
ORD-000040,LINE-000069,2024-11-29,CUST-015803,NVA-TXT-0001,41927,2024-11-30,2024-12-05,Standard,1,99.18,0.28,Percentage,71.41
ORD-000041,LINE-000070,2024-11-15,CUST-012210,NVA-LGT-0006,54217,2024-11-17,2024-11-20,Standard,2,180.81,0.33,Percentage,242.29
ORD-000041,LINE-000071,2024-11-15,CUST-012210,NVA-LGT-0048,54217,2024-11-17,2024-11-20,Standard,1,138.32,0.31,Percentage,95.44
ORD-000042,LINE-000072,2024-06-22,CUST-015165,NVA-DEC-0107,57141,2024-06-23,2024-06-27,Express,2,233.73,0.24,Percentage,355.27
ORD-000042,LINE-000073,2024-06-22,CUST-015165,NVA-LGT-0058,57141,2024-06-23,2024-06-27,Express,1,374.38,0.19,Percentage,303.25
ORD-000042,LINE-000074,2024-06-22,CUST-015165,NVA-LGT-0055,57141,2024-06-23,2024-06-27,Express,1,325.88,0.2,Percentage,260.7
ORD-000042,LINE-000075,2024-06-22,CUST-015165,NVA-TXT-0047,57141,2024-06-23,2024-06-27,Express,1,240.86,0.24,Percentage,183.05
ORD-000043,LINE-000076,2024-03-30,CUST-002591,NVA-TXT-0075,46826,2024-04-01,2024-04-06,Premium,1,129.95,0.08,Percentage,119.55
ORD-000043,LINE-000077,2024-03-30,CUST-002591,NVA-TXT-0019,46826,2024-04-01,2024-04-06,Premium,1,196.47,0.09,Percentage,178.79
ORD-000044,LINE-000078,2024-06-22,CUST-005722,NVA-FUR-0010,67959,2024-06-23,2024-06-26,Standard,1,756.48,0.13,Percentage,658.14
ORD-000045,LINE-000079,2024-07-18,CUST-019668,NVA-LGT-0072,30562,2024-07-19,2024-07-22,Standard,1,482.06,0.0,Percentage,482.06
ORD-000046,LINE-000080,2024-07-06,CUST-014553,NVA-FUR-0093,38754,2024-07-07,2024-07-09,Standard,1,820.9,0.21,Percentage,648.51
ORD-000046,LINE-000081,2024-07-06,CUST-014553,NVA-DEC-0044,38754,2024-07-07,2024-07-09,Standard,1,175.55,0.17,Percentage,145.71
ORD-000046,LINE-000082,2024-07-06,CUST-014553,NVA-TXT-0077,38754,2024-07-07,2024-07-09,Standard,2,313.89,0.18,Percentage,514.78
ORD-000046,LINE-000083,2024-07-06,CUST-014553,NVA-LGT-0006,38754,2024-07-07,2024-07-09,Standard,1,199.24,0.19,Percentage,161.38
ORD-000047,LINE-000084,2024-11-02,CUST-008449,NVA-KDN-0014,84511,2024-11-03,2024-11-05,Standard,1,351.04,0.17,Percentage,291.36
ORD-000048,LINE-000085,2024-12-24,CUST-007322,NVA-FUR-0063,4007-168,2024-12-26,2025-01-02,Express,1,603.05,0.12,Percentage,530.68
ORD-000048,LINE-000086,2024-12-24,CUST-007322,NVA-TXT-0047,4007-168,2024-12-26,2025-01-02,Express,1,214.71,0.12,Percentage,188.94
ORD-000048,LINE-000087,2024-12-24,CUST-007322,NVA-DEC-0040,4007-168,2024-12-26,2025-01-02,Express,1,191.25,0.1,Percentage,172.12
ORD-000049,LINE-000088,2024-10-06,CUST-005403,NVA-DEC-0040,33621,2024-10-07,2024-10-12,Standard,2,201.72,0.0,Percentage,403.44
ORD-000049,LINE-000089,2024-10-06,CUST-005403,NVA-LGT-0046,33621,2024-10-07,2024-10-12,Standard,1,265.99,0.0,Percentage,265.99
ORD-000050,LINE-000090,2024-06-11,CUST-013882,NVA-DEC-0079,69004,2024-06-13,2024-06-16,Standard,2,146.97,0.08,Percentage,270.42
ORD-000051,LINE-000091,2024-07-08,CUST-002707,NVA-DEC-0070,29245,2024-07-09,2024-07-12,Express,1,186.0,0.18,Percentage,152.52
ORD-000051,LINE-000092,2024-07-08,CUST-002707,NVA-LGT-0030,29245,2024-07-09,2024-07-12,Express,1,620.57,0.13,Percentage,539.9
ORD-000051,LINE-000093,2024-07-08,CUST-002707,NVA-LGT-0061,29245,2024-07-09,2024-07-12,Express,2,152.26,0.18,Percentage,249.71
ORD-000052,LINE-000094,2024-08-04,CUST-011724,NVA-DEC-0068,30319,2024-08-05,2024-08-10,Premium,3,282.87,0.0,Percentage,848.61
ORD-000052,LINE-000095,2024-08-04,CUST-011724,NVA-LGT-0032,30319,2024-08-05,2024-08-10,Premium,1,101.01,0.0,Percentage,101.01
ORD-000053,LINE-000096,2024-07-18,CUST-019374,NVA-DEC-0068,13896,2024-07-19,2024-07-21,Standard,2,324.26,0.07,Percentage,603.12
ORD-000054,LINE-000097,2024-11-30,CUST-005063,NVA-FUR-0095,33344,2024-11-30,2024-12-05,Standard,1,985.5,0.32,Percentage,670.14
ORD-000055,LINE-000098,2024-06-14,CUST-009006,NVA-TXT-0028,4760-248,2024-06-15,2024-06-20,Standard,2,174.21,0.0,Percentage,348.42
ORD-000055,LINE-000099,2024-06-14,CUST-009006,NVA-TXT-0039,4760-248,2024-06-15,2024-06-20,Standard,1,416.48,0.0,Percentage,416.48
ORD-000055,LINE-000100,2024-06-14,CUST-009006,NVA-TXT-0084,4760-248,2024-06-15,2024-06-20,Standard,1,83.13,0.04,Percentage,79.8
ORD-000056,LINE-000101,2024-12-15,CUST-018022,NVA-DEC-0118,03730,2024-12-17,2024-12-23,Standard,1,458.43,0.13,Percentage,398.83
ORD-000056,LINE-000102,2024-12-15,CUST-018022,NVA-LGT-0048,03730,2024-12-17,2024-12-23,Standard,3,135.65,0.13,Percentage,354.05
ORD-000057,LINE-000103,2024-07-05,CUST-017377,NVA-LGT-0045,13001,2024-07-06,2024-07-09,Standard,1,216.41,0.19,Percentage,175.29
ORD-000057,LINE-000104,2024-07-05,CUST-017377,NVA-LGT-0070,13001,2024-07-06,2024-07-09,Standard,2,447.63,0.2,Percentage,716.21
ORD-000057,LINE-000105,2024-07-05,CUST-017377,NVA-LGT-0016,13001,2024-07-06,2024-07-09,Standard,1,403.35,0.13,Percentage,350.91
ORD-000058,LINE-000106,2024-03-24,CUST-002295,NVA-DEC-0092,34228,2024-03-24,2024-03-27,Standard,1,273.16,0.0,Percentage,273.16
ORD-000059,LINE-000107,2024-01-31,CUST-003310,NVA-TXT-0078,14944,2024-01-31,2024-02-04,Standard,3,167.75,0.28,Percentage,362.34
ORD-000060,LINE-000108,2024-12-14,CUST-000166,NVA-LGT-0045,44094,2024-12-15,2024-12-20,Express,1,248.62,0.15,Percentage,211.33
ORD-000061,LINE-000109,2024-10-29,CUST-010989,NVA-FUR-0067,67519,2024-10-30,2024-11-02,Standard,2,628.91,0.0,Percentage,1257.82
ORD-000061,LINE-000110,2024-10-29,CUST-010989,NVA-LGT-0042,67519,2024-10-30,2024-11-02,Standard,1,326.72,0.0,Percentage,326.72
ORD-000062,LINE-000111,2024-06-05,CUST-005150,NVA-DEC-0074,38610,2024-06-06,2024-06-09,Express,2,118.75,0.04,Percentage,228.0
ORD-000062,LINE-000112,2024-06-05,CUST-005150,NVA-DEC-0011,38610,2024-06-06,2024-06-09,Express,1,233.26,0.06,Percentage,219.26
ORD-000063,LINE-000113,2024-10-08,CUST-007424,NVA-LGT-0046,21270,2024-10-09,2024-10-11,Standard,2,290.83,0.0,Percentage,581.66
ORD-000064,LINE-000114,2024-02-26,CUST-015739,NVA-TXT-0075,18243,2024-02-27,2024-03-04,Standard,1,132.24,0.03,Percentage,128.27
ORD-000064,LINE-000115,2024-02-26,CUST-015739,NVA-TXT-0042,18243,2024-02-27,2024-03-04,Standard,1,197.87,0.08,Percentage,182.04
ORD-000065,LINE-000116,2024-05-06,CUST-016981,NVA-TXT-0078,54650,2024-05-07,2024-05-10,Standard,1,157.28,0.0,Percentage,157.28
ORD-000066,LINE-000117,2024-08-31,CUST-015457,NVA-DEC-0056,31214,2024-09-01,2024-09-06,Express,1,174.29,0.03,Percentage,169.06
ORD-000066,LINE-000118,2024-08-31,CUST-015457,NVA-TXT-0081,31214,2024-09-01,2024-09-06,Express,1,420.02,0.09,Percentage,382.22
ORD-000067,LINE-000119,2024-02-06,CUST-001118,NVA-DEC-0018,36497,2024-02-07,2024-02-13,Standard,1,894.72,0.08,Percentage,823.14
ORD-000067,LINE-000120,2024-02-06,CUST-001118,NVA-LGT-0055,36497,2024-02-07,2024-02-13,Standard,2,326.56,0.08,Percentage,600.87
ORD-000067,LINE-000121,2024-02-06,CUST-001118,NVA-TXT-0038,36497,2024-02-07,2024-02-13,Standard,1,113.46,0.0,Percentage,113.46
ORD-000068,LINE-000122,2024-10-04,CUST-006244,NVA-FUR-0057,06718,2024-10-05,2024-10-09,Standard,1,194.55,0.0,Percentage,194.55
ORD-000068,LINE-000123,2024-10-04,CUST-006244,NVA-FUR-0072,06718,2024-10-05,2024-10-09,Standard,2,389.4,0.0,Percentage,778.8
ORD-000069,LINE-000124,2024-07-26,CUST-009106,NVA-FUR-0010,84517,2024-07-27,2024-07-31,Standard,1,737.57,0.05,Percentage,700.69
ORD-000070,LINE-000125,2024-09-10,CUST-011051,NVA-TXT-0066,37913,2024-09-11,2024-09-14,Standard,2,164.49,0.07,Percentage,305.95
ORD-000070,LINE-000126,2024-09-10,CUST-011051,NVA-DEC-0071,37913,2024-09-11,2024-09-14,Standard,1,60.91,0.08,Percentage,56.04
ORD-000070,LINE-000127,2024-09-10,CUST-011051,NVA-DEC-0010,37913,2024-09-11,2024-09-14,Standard,1,305.44,0.03,Percentage,296.28
ORD-000071,LINE-000128,2024-10-14,CUST-011074,NVA-TXT-0017,41927,2024-10-15,2024-10-18,Express,1,359.04,0.0,Percentage,359.04
ORD-000071,LINE-000129,2024-10-14,CUST-011074,NVA-TXT-0042,41927,2024-10-15,2024-10-18,Express,1,191.62,0.0,Percentage,191.62
ORD-000071,LINE-000130,2024-10-14,CUST-011074,NVA-DEC-0012,41927,2024-10-15,2024-10-18,Express,1,157.41,0.0,Percentage,157.41
ORD-000072,LINE-000131,2024-02-27,CUST-015414,NVA-DEC-0071,69010,2024-02-27,2024-03-02,Standard,1,57.38,0.02,Percentage,56.23
ORD-000072,LINE-000132,2024-02-27,CUST-015414,NVA-LGT-0046,69010,2024-02-27,2024-03-02,Standard,1,283.83,0.0,Percentage,283.83
ORD-000072,LINE-000133,2024-02-27,CUST-015414,NVA-DEC-0088,69010,2024-02-27,2024-03-02,Standard,1,185.22,0.0,Percentage,185.22
ORD-000072,LINE-000134,2024-02-27,CUST-015414,NVA-LGT-0030,69010,2024-02-27,2024-03-02,Standard,1,758.91,0.0,Percentage,758.91
ORD-000073,LINE-000135,2024-11-06,CUST-000229,NVA-FUR-0016,14940,2024-11-06,2024-11-09,Standard,1,290.02,0.21,Percentage,229.12
ORD-000073,LINE-000136,2024-11-06,CUST-000229,NVA-TXT-0092,14940,2024-11-06,2024-11-09,Standard,1,228.19,0.17,Percentage,189.4
ORD-000074,LINE-000137,2024-04-07,CUST-002440,NVA-LGT-0052,06281,2024-04-07,2024-04-10,Standard,1,74.9,0.0,Percentage,74.9
ORD-000075,LINE-000138,2024-01-31,CUST-005050,NVA-DEC-0048,33363,2024-01-31,2024-02-05,Express,3,93.55,0.16,Percentage,235.75
ORD-000076,LINE-000139,2024-12-17,CUST-018256,NVA-LGT-0032,47665,2024-12-17,2024-12-20,Standard,2,97.25,0.09,Percentage,177.0
ORD-000076,LINE-000140,2024-12-17,CUST-018256,NVA-DEC-0116,47665,2024-12-17,2024-12-20,Standard,1,425.57,0.12,Percentage,374.5
ORD-000077,LINE-000141,2024-01-12,CUST-019495,NVA-SEA-0033,21233,2024-01-14,2024-01-17,Standard,1,281.2,0.25,Percentage,210.9
ORD-000077,LINE-000142,2024-01-12,CUST-019495,NVA-KDN-0021,21233,2024-01-14,2024-01-17,Standard,1,162.77,0.22,Percentage,126.96
ORD-000077,LINE-000143,2024-01-12,CUST-019495,NVA-SEA-0016,21233,2024-01-14,2024-01-17,Standard,1,431.26,0.17,Percentage,357.95
ORD-000078,LINE-000144,2024-07-12,CUST-009278,NVA-DEC-0089,35225,2024-07-12,2024-07-16,Standard,1,133.55,0.13,Percentage,116.19
ORD-000079,LINE-000145,2024-10-26,CUST-002165,NVA-TXT-0029,35225,2024-10-26,2024-10-31,Express,2,294.95,0.07,Percentage,548.61
ORD-000080,LINE-000146,2024-01-03,CUST-009876,NVA-DEC-0109,38618,2024-01-04,2024-01-08,Standard,3,442.81,0.2,Percentage,1062.74
ORD-000080,LINE-000147,2024-01-03,CUST-009876,NVA-DEC-0020,38618,2024-01-04,2024-01-08,Standard,2,205.26,0.24,Percentage,312.0
ORD-000081,LINE-000148,2024-06-12,CUST-004882,NVA-LGT-0068,41314,2024-06-14,2024-06-19,Standard,1,122.94,0.0,Percentage,122.94
ORD-000082,LINE-000149,2024-03-08,CUST-015615,NVA-KDN-0050,3058-292,2024-03-09,2024-03-16,Standard,1,265.92,0.0,Percentage,265.92
ORD-000083,LINE-000150,2024-08-25,CUST-003844,NVA-FUR-0011,76828,2024-08-25,2024-08-27,Premium,1,1498.52,0.0,Percentage,1498.52
ORD-000083,LINE-000151,2024-08-25,CUST-003844,NVA-LGT-0068,76828,2024-08-25,2024-08-27,Premium,1,116.21,0.04,Percentage,111.56
ORD-000084,LINE-000152,2024-03-08,CUST-005706,NVA-FUR-0036,8049-271,2024-03-09,2024-03-13,Standard,2,214.36,0.0,Percentage,428.72
ORD-000084,LINE-000153,2024-03-08,CUST-005706,NVA-LGT-0001,8049-271,2024-03-09,2024-03-13,Standard,1,217.5,0.0,Percentage,217.5
ORD-000085,LINE-000154,2024-11-26,CUST-019932,NVA-KDN-0031,44156,2024-11-27,2024-12-01,Premium,1,200.92,0.21,Percentage,158.73
ORD-000086,LINE-000155,2024-06-04,CUST-007250,NVA-TXT-0001,51284,2024-06-05,2024-06-10,Standard,1,95.66,0.08,Percentage,88.01
ORD-000087,LINE-000156,2024-04-10,CUST-001029,NVA-DEC-0068,03969,2024-04-11,2024-04-14,Express,1,306.07,0.0,Percentage,306.07
ORD-000087,LINE-000157,2024-04-10,CUST-001029,NVA-DEC-0017,03969,2024-04-11,2024-04-14,Express,1,224.54,0.07,Percentage,208.82
ORD-000088,LINE-000158,2024-10-01,CUST-010469,NVA-DEC-0102,54521,2024-10-02,2024-10-04,Express,1,171.8,0.05,Percentage,163.21
ORD-000088,LINE-000159,2024-10-01,CUST-010469,NVA-LGT-0046,54521,2024-10-02,2024-10-04,Express,1,298.84,0.06,Percentage,280.91
ORD-000089,LINE-000160,2024-10-17,CUST-016970,NVA-FUR-0067,17027,2024-10-19,2024-10-22,Standard,1,622.14,0.04,Percentage,597.25
ORD-000090,LINE-000161,2024-09-15,CUST-006038,NVA-TXT-0038,35032,2024-09-16,2024-09-21,Standard,1,115.74,0.0,Percentage,115.74
ORD-000090,LINE-000162,2024-09-15,CUST-006038,NVA-DEC-0051,35032,2024-09-16,2024-09-21,Standard,1,51.35,0.0,Percentage,51.35
ORD-000090,LINE-000163,2024-09-15,CUST-006038,NVA-DEC-0041,35032,2024-09-16,2024-09-21,Standard,1,122.37,0.08,Percentage,112.58
ORD-000091,LINE-000164,2024-07-31,CUST-015584,NVA-FUR-0094,34429,2024-07-31,2024-08-03,Premium,2,497.85,0.0,Percentage,995.7
ORD-000092,LINE-000165,2024-08-16,CUST-010057,NVA-FUR-0063,17108,2024-08-16,2024-08-20,Standard,1,545.51,0.03,Percentage,529.14
ORD-000092,LINE-000166,2024-08-16,CUST-010057,NVA-FUR-0098,17108,2024-08-16,2024-08-20,Standard,1,1636.66,0.0,Percentage,1636.66
ORD-000092,LINE-000167,2024-08-16,CUST-010057,NVA-FUR-0055,17108,2024-08-16,2024-08-20,Standard,1,880.98,0.07,Percentage,819.31
ORD-000092,LINE-000168,2024-08-16,CUST-010057,NVA-DEC-0039,17108,2024-08-16,2024-08-20,Standard,1,295.67,0.0,Percentage,295.67
ORD-000093,LINE-000169,2024-06-22,CUST-004420,NVA-FUR-0070,14080,2024-06-23,2024-06-27,Standard,1,320.23,0.24,Percentage,243.37
ORD-000093,LINE-000170,2024-06-22,CUST-004420,NVA-DEC-0008,14080,2024-06-23,2024-06-27,Standard,3,187.26,0.16,Percentage,471.9
ORD-000094,LINE-000171,2024-09-01,CUST-017451,NVA-TXT-0087,44786,2024-09-02,2024-09-06,Standard,1,211.87,0.0,Percentage,211.87
ORD-000095,LINE-000172,2024-01-12,CUST-006125,NVA-KDN-0054,7093-055,2024-01-14,2024-01-17,Express,1,138.73,0.11,Percentage,123.47
ORD-000096,LINE-000173,2024-12-01,CUST-000337,NVA-FUR-0005,50246,2024-12-02,2024-12-05,Express,1,613.96,0.13,Percentage,534.15
ORD-000097,LINE-000174,2024-09-17,CUST-004628,NVA-TXT-0020,35762,2024-09-19,2024-09-21,Standard,1,138.88,0.0,Percentage,138.88
